번호,시간,회사명,종목코드,공시제목,제출인
34,2015-03-27 18:19,골드앤에스,035290,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 ),코스닥시장본부
33,2015-03-26 18:29,코데즈컴바인,047770,관리종목지정사유추가,코스닥시장본부
32,2015-03-23 19:59,제이웨이,058420,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
31,2015-03-23 19:58,해피드림,065180,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
30,2015-03-23 19:56,와이오엠,066430,관리종목 해제,코스닥시장본부
29,2015-03-23 19:56,아이팩토리,053810,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
28,2015-03-23 19:55,상지카일룸,042940,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
27,2015-03-23 19:43,GT&T,053870,관리종목지정(자본잠식률 50% 이상 등 ),코스닥시장본부
26,2015-03-23 19:39,에스제이케이,080440,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
25,2015-03-23 19:38,태창파로스,039850,관리종목지정사유추가(자본잠식률 50% 이상 등 1건),코스닥시장본부
24,2015-03-23 19:38,엘아이에스,138690,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
23,2015-03-20 18:54,미래SCI,028040,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
22,2015-03-20 18:53,케이피엠테크,042040,관리종목 해제,코스닥시장본부
21,2015-03-20 18:53,아이디에스,078780,관리종목지정(자본잠식률 50% 이상 등 2건),코스닥시장본부
20,2015-03-19 20:13,코세스,089890,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
19,2015-03-19 20:13,한프,066110,관리종목지정(최근 4사업연도 영업손실 발생 등),코스닥시장본부
18,2015-03-19 20:05,유니슨,018000,관리종목 해제,코스닥시장본부
17,2015-03-18 18:40,플레이위드,023770,관리종목 해제,코스닥시장본부
16,2015-03-18 18:30,DH오토웨어,025440,관리종목 해제,코스닥시장본부
15,2015-03-18 14:45,애머릿지,900100,관리종목 해제,코스닥시장본부
14,2015-03-17 18:34,엘컴텍,037950,관리종목 해제,코스닥시장본부
13,2015-03-17 18:33,자연과환경,043910,관리종목 해제,코스닥시장본부
12,2015-03-17 18:33,광무,029480,관리종목 해제,코스닥시장본부
11,2015-03-17 18:28,오성첨단소재,052420,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
10,2015-03-16 18:21,바른손이앤에이,035620,관리종목지정(매출액 30억원 미달),코스닥시장본부
9,2015-03-12 18:20,아이에이,038880,관리종목 해제,코스닥시장본부
8,2015-03-12 18:20,오리엔탈정공,014940,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
7,2015-03-10 18:36,코데즈컴바인,047770,관리종목지정사유추가(회생절차개시신청),코스닥시장본부
6,2015-03-06 17:52,삼표시멘트,038500,관리종목 해제(회생절차 개시신청 사유 해소 ),코스닥시장본부
5,2015-03-05 18:15,네오리진,094860,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 ),코스닥시장본부
