번호,시간,회사명,종목코드,공시제목,제출인
25,2016-03-22 23:01,엠제이비,074150,관리종목지정(상장폐지사유 발생),코스닥시장본부
24,2016-03-22 23:01,엔에스브이,095300,관리종목지정(상장폐지사유 발생),코스닥시장본부
23,2016-03-22 23:01,상지카일룸,042940,관리종목 해제,코스닥시장본부
22,2016-03-22 21:34,아이팩토리,053810,관리종목지정사유추가,코스닥시장본부
21,2016-03-22 21:33,에스제이케이,080440,관리종목지정사유추가,코스닥시장본부
20,2016-03-22 21:10,오상헬스케어,036220,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
19,2016-03-22 21:10,더라미,032860,관리종목지정사유추가및일부해제,코스닥시장본부
18,2016-03-21 19:04,우전,052270,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
17,2016-03-21 19:01,DGP,060900,관리종목지정사유추가,코스닥시장본부
16,2016-03-21 18:58,제넨바이오,072520,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
15,2016-03-21 18:57,제이웨이,058420,관리종목 해제,코스닥시장본부
14,2016-03-18 18:34,코데즈컴바인,047770,관리종목지정사유추가및일부해제,코스닥시장본부
13,2016-03-18 18:02,브이티,018290,관리종목 해제,코스닥시장본부
12,2016-03-17 19:43,오성첨단소재,052420,관리종목 해제,코스닥시장본부
11,2016-03-17 19:40,아이앤씨,052860,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
10,2016-03-17 19:38,오리엔탈정공,014940,관리종목 해제,코스닥시장본부
9,2016-03-17 19:37,동일철강,023790,관리종목지정(최근 4사업연도 연속 영업손실 발생 등),코스닥시장본부
8,2016-03-16 18:00,에이디칩스,054630,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
7,2016-03-15 18:33,MIT,038340,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
6,2016-03-14 15:27,피에이치씨,057880,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
