번호,시간,회사명,종목코드,공시제목,제출인
136,2020-05-14 19:20,이엠앤아이,083470,관리종목지정사유추가및일부해제,코스닥시장본부
135,2020-05-14 18:52,에스아이리소스,065420,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
134,2020-05-14 18:48,DXVX,180400,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
133,2020-05-13 18:51,한프,066110,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
132,2020-05-13 18:48,하이소닉,106080,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
131,2020-05-13 18:42,신한제4호스팩,277480,관리종목 해제(SPAC 상장예비심사청구서 미제출 등 사유 해소),코스닥시장본부
130,2020-05-12 19:12,한프,066110,관리종목지정(파산신청),코스닥시장본부
129,2020-05-12 18:39,에스앤씨엔진그룹,900080,관리종목지정(상장적격성 실질심사 대상 결정 ),코스닥시장본부
128,2020-05-11 18:57,코다코,046070,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
127,2020-05-11 18:02,케스피온,079190,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
126,2020-05-08 18:58,협진,138360,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
125,2020-05-08 18:45,테크엘,064520,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
124,2020-05-08 17:56,화신테크,086250,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
123,2020-05-07 18:38,솔고바이오,043100,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
122,2020-05-06 18:01,내츄럴엔도텍,168330,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
121,2020-05-04 18:19,IBKS제7호스팩,276920,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
120,2020-04-29 22:08,차이나그레이트,900040,관리종목지정사유추가(사업보고서 미제출),코스닥시장본부
119,2020-04-29 18:42,엘앤케이바이오,156100,관리종목 해제(상장유지 결정),코스닥시장본부
118,2020-04-29 18:35,화신테크,086250,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
117,2020-04-28 18:22,스카이문스테크놀로지,033790,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
116,2020-04-28 18:00,제이웨이,058420,관리종목지정사유추가(파산신청),코스닥시장본부
115,2020-04-27 19:39,하이소닉,106080,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
114,2020-04-23 19:08,애머릿지,900100,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
113,2020-04-22 18:23,제이웨이,058420,관리종목지정사유일부해제(파산신청 사유 해소),코스닥시장본부
112,2020-04-21 19:58,엠벤처투자,019590,관리종목 해제(상장유지 결정),코스닥시장본부
111,2020-04-20 19:10,현진소재,053660,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
110,2020-04-20 13:38,테크엘,064520,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
109,2020-04-14 18:57,협진,138360,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소 등)",코스닥시장본부
108,2020-04-14 18:16,신한제4호스팩,277480,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
107,2020-04-13 19:00,라이트론,069540,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
106,2020-04-10 18:31,라이트론,069540,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
105,2020-04-09 18:44,럭슬,033600,관리종목지정사유일부해제(사업보고서 미제출 사유 해소),코스닥시장본부
104,2020-04-09 18:39,코센,009730,관리종목지정사유추가및일부해제,코스닥시장본부
103,2020-04-06 20:07,협진,138360,관리종목지정사유추가(사업보고서 미제출),코스닥시장본부
102,2020-04-06 19:46,유아이디,069330,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
101,2020-04-06 19:40,케어젠,214370,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
100,2020-04-06 19:24,퓨전,195440,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
99,2020-04-06 19:23,지유온,111820,관리종목지정사유추가및일부해제,코스닥시장본부
98,2020-04-06 18:28,코다코,046070,관리종목지정사유일부해제(사업보고서 미제출 사유 해소),코스닥시장본부
97,2020-04-06 14:02,아이엠텍,226350,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
96,2020-04-03 19:59,강원에너지,114190,관리종목지정(상장폐지사유 발생),코스닥시장본부
95,2020-04-03 19:08,케어젠,214370,관리종목지정사유일부해제,코스닥시장본부
94,2020-04-03 18:54,DXVX,180400,관리종목지정사유일부해제,코스닥시장본부
93,2020-04-03 18:48,코다코,046070,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
92,2020-04-03 18:45,아이톡시,052770,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
91,2020-04-02 19:18,현진소재,053660,관리종목지정(상장폐지 사유 발생),코스닥시장본부
90,2020-04-02 18:32,CNT85,056730,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
89,2020-04-02 18:04,에스디시스템,121890,관리종목지정(상장폐지사유 발생),코스닥시장본부
88,2020-03-31 17:11,제이웨이,058420,관리종목지정사유추가(파산신청),코스닥시장본부
87,2020-03-31 09:00,파인넥스,123260,관리종목지정사유추가(사업보고서 미제출),코스닥시장본부
86,2020-03-30 20:35,코센,009730,관리종목지정(사업보고서 미제출),코스닥시장본부
85,2020-03-30 19:07,럭슬,033600,관리종목지정사유추가(사업보고서 미제출),코스닥시장본부
84,2020-03-30 19:06,코다코,046070,관리종목지정사유추가(사업보고서 미제출),코스닥시장본부
83,2020-03-27 20:25,에스엘에너지,214310,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
82,2020-03-27 20:21,디에스티,033430,관리종목지정(상장폐지사유 발생),코스닥시장본부
81,2020-03-27 20:14,제낙스,065620,관리종목지정(상장폐지사유 발생),코스닥시장본부
80,2020-03-27 18:39,에스제이케이,080440,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
79,2020-03-27 18:31,와이오엠,066430,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
78,2020-03-26 21:32,아이톡시,052770,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
77,2020-03-26 19:25,아리온,058220,관리종목지정(상장폐지사유 발생),코스닥시장본부
76,2020-03-25 18:33,코썬바이오,204990,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
75,2020-03-24 19:44,럭슬,033600,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
74,2020-03-23 20:21,세영디앤씨,052190,관리종목지정(상장폐지사유 발생),코스닥시장본부
73,2020-03-23 19:58,지스마트글로벌,114570,관리종목지정(상장폐지사유 발생),코스닥시장본부
72,2020-03-23 19:48,에이치엔티,176440,관리종목지정(상장폐지사유 발생),코스닥시장본부
