번호,시간,회사명,종목코드,공시제목,제출인
202,2020-08-14 18:22,골드앤에스,035290,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 외 2건 )",코스닥시장본부
201,2020-08-14 18:21,신한제4호스팩,277480,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
200,2020-08-14 18:21,지더블유바이텍,036180,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
199,2020-08-14 18:20,행남사,008800,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
198,2020-08-14 18:19,어스앤에어로스페이스,263540,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
197,2020-08-14 18:19,퓨전,195440,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
196,2020-08-14 18:14,현진소재,053660,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 외 2건 )",코스닥시장본부
195,2020-08-14 17:34,강원에너지,114190,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
194,2020-08-14 16:59,지스마트글로벌,114570,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
193,2020-08-14 16:56,화신테크,086250,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
192,2020-08-14 16:36,지유온,111820,관리종목지정사유일부해제(자본잠식률 50% 이상 사유 해소 등),코스닥시장본부
191,2020-08-14 16:31,에이치엔티,176440,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
190,2020-08-14 16:01,한프,066110,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
189,2020-08-14 16:01,디에스티,033430,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
188,2020-08-13 18:58,휴림네트웍스,192410,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
187,2020-08-13 18:18,팍스넷,038160,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
186,2020-08-13 18:18,제낙스,065620,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 등)",코스닥시장본부
185,2020-08-13 18:18,엠피씨플러스,050540,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
184,2020-08-13 18:18,커머스마이너,223310,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
183,2020-08-07 18:18,이엠앤아이,083470,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
182,2020-08-07 18:09,녹원씨엔아이,065560,관리종목 해제(상장유지 결정),코스닥시장본부
181,2020-08-07 16:01,휴엠앤씨,263920,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
180,2020-08-06 19:28,신한제4호스팩,277480,관리종목지정사유추가(상장폐지 사유발생),코스닥시장본부
179,2020-08-06 17:04,애머릿지,900100,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
178,2020-08-04 18:59,KD,044180,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
177,2020-08-04 18:37,케스피온,079190,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
176,2020-07-31 18:08,엔터파트너즈,058450,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
175,2020-07-30 16:04,한프,066110,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
174,2020-07-20 17:59,골드앤에스,035290,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
173,2020-07-15 19:13,KD,044180,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
172,2020-07-14 17:26,한국제6호스팩,281410,관리종목지정사유추가(상장폐지 사유발생),코스닥시장본부
