번호,시간,회사명,종목코드,공시제목,제출인
20,2018-02-23 19:15,상지카일룸,042940,관리종목 해제,코스닥시장본부
19,2018-02-21 19:47,에이루트,096690,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
18,2018-02-19 18:07,교보5호스팩,223040,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
17,2018-02-14 18:30,한화에이스스팩2호,219860,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
16,2018-02-14 18:21,케이비드림3호스팩,221950,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
15,2018-02-09 19:00,썬코어,051170,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
14,2018-02-08 17:51,유안타제2호스팩,219960,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
13,2018-02-02 16:52,에스마크,030270,관리종목지정사유일부해제(파산신청 사유 해소),코스닥시장본부
12,2018-02-01 18:09,키움스팩3호,218710,관리종목지정사유추가,코스닥시장본부
11,2018-01-31 18:49,에스마크,030270,관리종목지정사유추가(파산신청),코스닥시장본부
10,2018-01-29 18:09,케이비제8호스팩,222390,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
9,2018-01-26 19:17,에스엘에너지,214310,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
8,2018-01-26 19:17,에이루트,096690,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
7,2018-01-25 18:10,골든브릿지제3호스팩,219580,관리종목지정사유추가,코스닥시장본부
6,2018-01-22 18:46,위노바,039790,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
5,2018-01-16 18:53,에스마크,030270,관리종목지정(불성실공시),코스닥시장본부
4,2018-01-12 18:01,한화에이스스팩2호,219860,관리종목지정( SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
3,2018-01-08 18:02,엔에이치스팩7호,217810,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
2,2018-01-08 17:36,유안타제2호스팩,219960,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
1,2018-01-04 18:56,레이젠,047440,관리종목 해제(파산 신청 사유 해소 ),코스닥시장본부
