번호,시간,회사명,종목코드,공시제목,제출인
102,2019-04-29 18:03,지유온,111820,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
101,2019-04-23 17:44,비츠로시스,054220,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
100,2019-04-18 18:45,차이나그레이트,900040,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
99,2019-04-16 18:29,노블엠앤비,106520,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
98,2019-04-16 18:16,이베스트투자증권,078020,관리종목지정(주식분산기준미달),코스닥시장본부
97,2019-04-16 18:07,한국가구,004590,관리종목지정(주식분산기준미달 ),코스닥시장본부
96,2019-04-16 18:07,대동기어,008830,관리종목지정(주식분산기준미달 ),코스닥시장본부
95,2019-04-12 18:00,비츠로시스,054220,관리종목지정(회생절차 개시신청),코스닥시장본부
94,2019-04-11 18:59,스킨앤스킨,159910,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 등),코스닥시장본부
93,2019-04-11 18:18,엘앤케이바이오,156100,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
92,2019-04-10 18:30,라이트론,069540,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
91,2019-04-09 18:26,리튬포어스,073570,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
90,2019-04-08 19:42,이엠앤아이,083470,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
89,2019-04-08 19:29,DSEN,065150,관리종목지정사유추가및일부해제(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
88,2019-04-08 18:43,아이톡시,052770,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
87,2019-04-03 18:19,예선테크,250930,관리종목 해제(SPAC 상장예비심사청구서 미제출 등 사유 해소),코스닥시장본부
86,2019-04-02 14:25,이엘케이,094190,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
85,2019-04-01 19:47,스킨앤스킨,159910,관리종목지정사유추가(사업보고서 미제출),코스닥시장본부
84,2019-04-01 18:07,퓨전,195440,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
83,2019-03-29 16:12,에스에프씨,112240,관리종목지정(상장폐지사유 발생),코스닥시장본부
82,2019-03-28 19:49,셀바스AI,108860,관리종목지정(상장폐지사유 발생),코스닥시장본부
81,2019-03-28 19:43,경남제약,053950,관리종목지정(상장폐지사유 발생),코스닥시장본부
80,2019-03-28 19:11,CSA 코스믹,083660,관리종목지정(상장적격성 실질심사 대상 결정 ),코스닥시장본부
79,2019-03-28 18:57,아이톡시,052770,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
78,2019-03-28 13:59,코렌텍,104540,관리종목지정(상장폐지사유 발생),코스닥시장본부
77,2019-03-27 20:01,이엘케이,094190,관리종목지정(상장폐지사유 발생),코스닥시장본부
76,2019-03-27 18:54,파인넥스,123260,관리종목지정(상장폐지사유 발생),코스닥시장본부
75,2019-03-27 18:01,코너스톤네트웍스,033110,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 ),코스닥시장본부
74,2019-03-27 13:28,피앤텔,054340,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
73,2019-03-26 19:07,디젠스,113810,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
72,2019-03-26 18:21,테크엘,064520,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
71,2019-03-26 18:07,씨엔플러스,115530,관리종목지정사유일부해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 ),코스닥시장본부
70,2019-03-25 19:42,바이오빌,065940,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
69,2019-03-22 18:21,하이소닉,106080,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
68,2019-03-22 18:14,예선테크,250930,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
67,2019-03-21 22:43,케스피온,079190,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
66,2019-03-21 22:40,코다코,046070,관리종목지정(상장폐지사유 발생),코스닥시장본부
65,2019-03-21 22:40,현진소재,053660,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소),코스닥시장본부
64,2019-03-21 22:37,노블엠앤비,106520,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
63,2019-03-21 22:37,CNT85,056730,관리종목지정(상장폐지사유 발생),코스닥시장본부
62,2019-03-21 22:36,휴림네트웍스,192410,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
61,2019-03-21 22:36,지유온,111820,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
60,2019-03-21 22:35,퀀타피아,078940,관리종목지정사유추가및일부해제(자본잠식률 50%이상 등),코스닥시장본부
59,2019-03-21 21:21,씨씨에스,066790,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
58,2019-03-21 21:14,비유테크놀러지,230980,관리종목지정(상장폐지사유 발생),코스닥시장본부
57,2019-03-21 21:01,일월지엠엘,178780,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
56,2019-03-21 20:43,에스마크,030270,관리종목지정사유추가(상장폐지 사유 발생 ),코스닥시장본부
55,2019-03-21 20:43,데코앤이,017680,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
54,2019-03-21 20:23,와이엠,007530,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
53,2019-03-21 19:54,티사이언티픽,057680,관리종목지정사유추가및일부해제(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
52,2019-03-21 19:51,에스제이케이,080440,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
51,2019-03-21 19:45,디에스케이,109740,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소 )",코스닥시장본부
50,2019-03-21 19:30,지나인제약,078650,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 등),코스닥시장본부
49,2019-03-21 18:55,아이엠텍,226350,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
48,2019-03-21 16:37,티에스넥스젠,043220,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
47,2019-03-20 20:04,협진,138360,관리종목지정(상장폐지사유 발생),코스닥시장본부
46,2019-03-20 19:01,DXVX,180400,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
45,2019-03-20 18:44,커머스마이너,223310,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
44,2019-03-20 18:15,베노티앤알,206400,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
43,2019-03-20 18:06,블레이드 Ent,044480,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
42,2019-03-19 20:12,알톤스포츠,123750,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
41,2019-03-19 20:12,엠벤처투자,019590,관리종목지정사유일부해제(자본잠식률 50% 이상 사유 해소 등),코스닥시장본부
40,2019-03-19 20:12,솔고바이오,043100,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
39,2019-03-19 20:11,럭슬,033600,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
38,2019-03-19 18:57,국순당,043650,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
37,2019-03-19 18:49,액션스퀘어,205500,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
36,2019-03-18 20:17,스카이문스테크놀로지,033790,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
35,2019-03-18 20:14,세영디앤씨,052190,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소),코스닥시장본부
34,2019-03-18 20:04,티엔엔터테인먼트,131100,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
33,2019-03-18 20:00,라이트론,069540,관리종목지정(상장폐지사유 발생),코스닥시장본부
32,2019-03-18 19:41,케이에스피,073010,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
31,2019-03-18 19:40,유아이디,069330,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
30,2019-03-18 19:37,KD,044180,관리종목지정(상장폐지사유 발생),코스닥시장본부
29,2019-03-18 18:59,상상인인더스트리,101000,관리종목 해제,코스닥시장본부
28,2019-03-18 18:55,내츄럴엔도텍,168330,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
27,2019-03-18 18:54,케어젠,214370,관리종목지정(상장폐지사유 발생),코스닥시장본부
26,2019-03-18 18:48,수성샐바시온,084180,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
