번호,시간,회사명,종목코드,공시제목,제출인
146,2018-08-29 18:06,차이나하오란,900090,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
145,2018-08-29 17:56,수성샐바시온,084180,관리종목지정사유추가(반기검토의견거절),코스닥시장본부
144,2018-08-28 17:50,씨엔플러스,115530,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
143,2018-08-24 18:04,하이에이아이1호스팩,235010,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
142,2018-08-23 18:15,아이톡시,052770,관리종목 해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
141,2018-08-23 16:26,에프티이앤이,065160,관리종목지정사유추가및일부해제,코스닥시장본부
140,2018-08-22 18:21,케이비제9호스팩,232270,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
139,2018-08-17 17:27,차바이오텍,085660,관리종목지정사유일부해제(반기보고서 미제출 사유 해소),코스닥시장본부
138,2018-08-16 18:38,트레이스,052290,관리종목지정사유추가및일부해제,코스닥시장본부
137,2018-08-16 07:11,에스마크,030270,[정정]관리종목지정사유추가(반기검토 의견거절 등),코스닥시장본부
136,2018-08-14 21:22,차바이오텍,085660,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
135,2018-08-14 21:11,씨씨에스,066790,관리종목지정사유추가(반기검토의견 범위제한 한정),코스닥시장본부
134,2018-08-14 21:10,와이오엠,066430,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
133,2018-08-14 21:10,C&S자산관리,032040,관리종목지정사유추가(자기자본 10억원 미만),코스닥시장본부
132,2018-08-14 21:10,파티게임즈,194510,관리종목지정사유추가(반기검토(감사)의견 의견거절),코스닥시장본부
131,2018-08-14 21:09,아이톡시,052770,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
130,2018-08-14 21:06,레이젠,047440,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
129,2018-08-14 21:06,모다,149940,관리종목지정사유추가(반기검토 의견거절 등),코스닥시장본부
128,2018-08-14 21:05,트레이스,052290,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
127,2018-08-14 21:04,위너지스,026260,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
126,2018-08-14 20:56,한솔인티큐브,070590,관리종목지정사유추가(반기검토의견 범위제한 한정),코스닥시장본부
125,2018-08-14 20:50,DSEN,065150,관리종목지정(반기검토 의견거절),코스닥시장본부
124,2018-08-14 20:47,디에스케이,109740,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
123,2018-08-14 20:47,행남사,008800,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
122,2018-08-14 20:44,상상인인더스트리,101000,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
121,2018-08-14 20:43,우성아이비,194610,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
120,2018-08-14 20:43,엠벤처투자,019590,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
119,2018-08-14 20:43,데코앤이,017680,관리종목지정(반기검토 의견거절),코스닥시장본부
118,2018-08-14 20:43,에스마크,030270,관리종목지정사유추가(반기검토 의견거절)[정],코스닥시장본부
117,2018-08-14 20:15,피앤텔,054340,"관리종목지정(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
116,2018-08-14 20:14,휴림네트웍스,192410,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
115,2018-08-14 20:10,디젠스,113810,"관리종목지정(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
114,2018-08-14 20:09,퀀타피아,078940,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 ),코스닥시장본부
113,2018-08-14 20:09,에프티이앤이,065160,관리종목지정사유추가(반기보고서 미제출 ),코스닥시장본부
112,2018-08-14 20:08,지디,155960,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
111,2018-08-08 18:14,휴림네트웍스,192410,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
110,2018-07-31 17:53,수성샐바시온,084180,관리종목지정사유일부해제(사외이사수 미달 사유 해소 ),코스닥시장본부
109,2018-07-30 18:29,세영디앤씨,052190,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
108,2018-07-27 18:52,씨씨에스,066790,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
107,2018-07-26 18:27,지디,155960,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
106,2018-07-13 18:02,동부제4호스팩,230490,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
105,2018-07-06 17:56,한국정밀기계,101680,관리종목지정사유추가,코스닥시장본부
104,2018-07-05 18:16,차이나하오란,900090,관리종목지정(상장폐지사유 발생),코스닥시장본부
103,2018-06-26 18:44,신텍,099660,관리종목지정(상장폐지사유 발생),코스닥시장본부
102,2018-06-19 18:32,상상인인더스트리,101000,관리종목지정(회생절차개시신청),코스닥시장본부
101,2018-06-15 18:04,아즈텍WB,032080,관리종목 해제(사외이사수 미달 사유 해소),코스닥시장본부
100,2018-06-14 18:43,엔투텍,227950,[정정]관리종목 해제(SPAC 상장예비심사청구서 미제출 등 사유 해소 ),코스닥시장본부
99,2018-06-12 18:09,동부제4호스팩,230490,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
98,2018-06-08 18:07,엔투텍,227950,관리종목 해제(SPAC 상장예비심사청구서 미제출 등 사유 해소 )[정],코스닥시장본부
97,2018-05-24 18:44,본느,226340,관리종목 해제(SPAC 상장예비심사청구서 미제출 등 사유 해소 ),코스닥시장본부
96,2018-05-23 18:01,키움스팩4호,226850,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
95,2018-05-14 18:16,이베스트스팩3호,225440,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
94,2018-05-11 18:10,엔투텍,227950,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
93,2018-05-10 18:37,MIT,038340,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
92,2018-05-03 18:46,에스에이치엔엘,050320,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
91,2018-04-27 17:57,본느,226340,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
90,2018-04-27 16:26,한국정밀기계,101680,관리종목지정사유일부해제(4사업연도 연속 영업손실),코스닥시장본부
89,2018-04-26 18:40,디에스티,033430,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
88,2018-04-20 18:50,키움스팩4호,226850,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
87,2018-04-17 18:33,에이스침대,003800,관리종목지정(주식분산기준미달),코스닥시장본부
86,2018-04-17 18:21,SBW생명과학,151910,관리종목지정(주식분산기준미달 ),코스닥시장본부
85,2018-04-12 19:34,에이루트,096690,관리종목 해제(사업보고서 미제출 사유 해소),코스닥시장본부
84,2018-04-12 19:32,제이테크놀로지,035480,관리종목 해제(사업보고서 미제출 사유 해소),코스닥시장본부
83,2018-04-12 18:46,이베스트스팩3호,225440,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
82,2018-04-09 19:57,레이젠,047440,관리종목지정(상장폐지사유 발생),코스닥시장본부
