회사명,거래소코드,회계년도,매출액증가율(IFRS),매출액순이익률(IFRS),총자본투자효율(IFRS),CASH FLOW 대 부채비율(IFRS),총자본회전률(IFRS)
(주)강원에너지,114190,2016/12,-9.02,-1.71,12.58,-0.22,0.59
(주)강원에너지,114190,2017/12,86.99,-7.57,0.81,-28.57,1.05
(주)강원에너지,114190,2018/12,3.36,2.3,12.91,-18.17,0.97
(주)강원에너지,114190,2019/12,-50.47,-78.64,-40.87,-4.71,0.59
(주)강원에너지,114190,2020/12,-9.88,-36.61,-21.09,8.82,0.87
(주)강원에너지,114190,2021/12,15.17,13.12,23.82,-33.69,1.19
(주)강원에너지,114190,2022/12,55.78,2.31,13.17,-15.99,1.44
(주)경윤하이드로에너지,019120,2010/12,54.13,-380.34,-184.21,-49.53,0.31
(주)고려시멘트,198440,2014/12,,,,,
(주)고려시멘트,198440,2015/12,,,,,
(주)고려시멘트,198440,2016/12,,,,,
(주)고려시멘트,198440,2017/12,0,1.15,12.85,8.22,0.76
(주)고려시멘트,198440,2018/12,-2.15,5.42,14.94,5.96,0.7
(주)고려시멘트,198440,2019/12,-17.32,4.79,12.76,5.95,0.56
(주)고려시멘트,198440,2020/12,-1.04,6.33,15.88,23.56,0.58
(주)고려시멘트,198440,2021/12,-6.43,7.06,12.61,35.97,0.5
(주)고려시멘트,198440,2022/12,6.44,-11.1,1.82,0.34,0.49
(주)고바이오랩,348150,2020/12,0,-1226.51,-90.9,-610.05,0.08
(주)고바이오랩,348150,2021/12,-36.98,-603.98,-13.4,-56.74,0.04
(주)고바이오랩,348150,2022/12,158.4,-197.35,-8.22,-11.65,0.07
(주)고영테크놀러지,098460,2010/12,164.56,21.38,37.01,20.25,1.19
(주)고영테크놀러지,098460,2011/12,12.63,20.67,31.85,64.22,1.02
(주)고영테크놀러지,098460,2012/12,25.67,14.72,27.71,61.78,1.06
(주)고영테크놀러지,098460,2013/12,3.12,14.26,23.66,53.55,0.93
(주)고영테크놀러지,098460,2014/12,30.4,16.8,30.02,76.53,1.03
(주)고영테크놀러지,098460,2015/12,2.23,16.8,27.11,73.3,0.92
(주)고영테크놀러지,098460,2016/12,10.61,18.31,27.27,45.05,0.86
(주)고영테크놀러지,098460,2017/12,23.28,15.3,28.4,31.14,0.94
(주)고영테크놀러지,098460,2018/12,16.35,19.3,27.14,51.75,0.91
(주)고영테크놀러지,098460,2019/12,-4.7,16.57,23.85,63.5,0.71
(주)고영테크놀러지,098460,2020/12,-25.02,4.74,11.73,62.76,0.51
(주)고영테크놀러지,098460,2021/12,46.52,16.78,21.95,49.33,0.69
(주)고영테크놀러지,098460,2022/12,5.1,14.68,27.5,44.71,0.65
(주)골드앤에스,035290,2010/12,-0.99,-17.56,16.19,41.59,1.02
(주)골드앤에스,035290,2011/12,-5.87,2.32,31.63,37.06,1.05
(주)골드앤에스,035290,2012/12,-7.65,-13.75,15.46,22.37,0.9
(주)골드앤에스,035290,2013/12,-16.59,-44.74,-5.68,0.16,0.86
(주)골드앤에스,035290,2014/12,-19.61,-27.38,6.25,-7.1,0.93
(주)골드앤에스,035290,2015/12,-24.57,-42.33,-15.85,9.91,0.85
(주)골드앤에스,035290,2016/12,-28.4,2.44,26.19,45.73,0.76
(주)골드앤에스,035290,2017/12,-19.45,-62.98,-24.92,9.34,0.73
(주)골드앤에스,035290,2018/12,-32.19,-46.61,0.03,-6.56,0.29
(주)골드앤에스,035290,2019/12,-11.95,-325.58,-100.82,-21.47,0.26
(주)골드앤에스,035290,2020/12,-45.85,39.52,26.68,-54.88,0.23
(주)골드앤에스,035290,2021/12,226.35,5.71,20.74,7.07,0.58
(주)골드앤에스,035290,2022/12,-29.75,-65.91,17.23,24.69,0.43
(주)골프존,215000,2015/12,,,,,
(주)골프존,215000,2016/12,0,18.24,39.37,52.98,1.11
(주)골프존,215000,2017/12,-12.7,43.96,30.01,97.33,0.82
(주)골프존,215000,2018/12,11.47,11.31,23.83,99.68,0.78
(주)골프존,215000,2019/12,24.78,8.24,28.69,36.77,0.85
(주)골프존,215000,2020/12,17.56,12.93,33.34,51.53,0.86
(주)골프존,215000,2021/12,47.06,17.95,40.97,63.87,1.03
(주)골프존,215000,2022/12,37.11,19.94,46.06,78.14,1.17
(주)골프존뉴딘홀딩스,121440,2011/12,13.82,22.69,17.55,229.01,0.76
(주)골프존뉴딘홀딩스,121440,2012/12,31.72,26.09,21.14,59.36,0.62
(주)골프존뉴딘홀딩스,121440,2013/12,23.04,1.32,15.25,45.13,0.62
(주)골프존뉴딘홀딩스,121440,2014/12,13.84,16.42,18.83,45.8,0.66
(주)골프존뉴딘홀딩스,121440,2015/12,-92.41,3028.36,0.56,21.37,0.05
(주)골프존뉴딘홀딩스,121440,2016/12,-5.91,-73.25,-1.66,-9.74,0.05
(주)골프존뉴딘홀딩스,121440,2017/12,-15.02,-92.68,-1.18,3.98,0.04
(주)골프존뉴딘홀딩스,121440,2018/12,-31.49,-47.54,3.49,-3.53,0.03
(주)골프존뉴딘홀딩스,121440,2019/12,67.06,-112.81,-3.22,-1.02,0.05
(주)골프존뉴딘홀딩스,121440,2020/12,113.7,47.31,7.31,4.19,0.1
(주)골프존뉴딘홀딩스,121440,2021/12,39.42,167.25,22.15,5.72,0.13
(주)골프존뉴딘홀딩스,121440,2022/12,26.03,87.58,12.76,9.8,0.14
(주)공구우먼,366030,2022/12,24.02,19.3,28.23,240.13,1.24
(주)광림,014200,2010/12,27.73,2.32,11.25,-3.96,0.99
(주)광림,014200,2011/12,13.98,2.43,18.18,12.77,1.08
(주)광림,014200,2012/12,-19.88,0.69,11.45,27.86,0.97
(주)광림,014200,2013/12,21.24,1.58,11.64,23.49,1.08
(주)광림,014200,2014/12,-10.53,1.23,10.49,10.14,0.83
(주)광림,014200,2015/12,156.31,3.89,32.09,-4.77,1.78
(주)광림,014200,2016/12,-63.2,0.5,8.39,0.5,0.59
(주)광림,014200,2017/12,13.88,86.7,32.95,3.09,0.38
(주)광림,014200,2018/12,-24.07,-77.22,-26.95,4.29,0.25
(주)광림,014200,2019/12,23.51,24.23,2.13,1.32,0.36
(주)광림,014200,2020/12,11.81,-9.65,1.78,11.25,0.49
(주)광림,014200,2021/12,31.37,-7.1,3.7,17.71,0.54
(주)광림,014200,2022/12,13.99,-50.3,-23.88,7.79,0.62
(주)광무,029480,2010/12,-3.6,-2.01,9.19,-9.02,0.73
(주)광무,029480,2011/12,-37.27,-102.34,-39.95,22.26,0.49
(주)광무,029480,2012/12,-19.76,-37.4,-4.23,8.68,0.55
(주)광무,029480,2013/12,-74.99,-328.09,-93.9,-18.63,0.23
(주)광무,029480,2014/12,280.1,-2.24,27.58,1.99,1.35
(주)광무,029480,2015/12,-54.05,-15.46,23.52,3.66,0.72
(주)광무,029480,2016/12,49.76,0.36,24.16,-0.94,1.05
(주)광무,029480,2017/12,-18.5,-15.56,15.02,1.31,0.74
(주)광무,029480,2018/12,-3.87,-23.54,9.87,-1.97,0.75
(주)광무,029480,2019/12,21.91,-24.86,6.46,-4.95,0.61
(주)광무,029480,2020/12,-0.94,-76.55,-22.91,-16.4,0.53
(주)광무,029480,2021/12,-27.33,-4.84,6.59,-2.41,0.27
(주)광무,029480,2022/12,330,-9.52,2.03,-31.64,0.66
(주)구스앤홈,329050,2019/12,,,,,
(주)구스앤홈,329050,2020/12,,,,,
(주)구영테크,053270,2010/12,20.66,6.45,19.95,10.48,0.73
(주)구영테크,053270,2011/12,2.88,1.58,17.07,4.37,0.69
(주)구영테크,053270,2012/12,4.68,1.91,14.43,2.31,0.64
(주)구영테크,053270,2013/12,16.55,1.49,19.28,7.15,0.74
(주)구영테크,053270,2014/12,1.99,1.71,18.89,3.94,0.78
(주)구영테크,053270,2015/12,11.97,3.67,20.92,6.73,0.85
(주)구영테크,053270,2016/12,-13.53,5.2,21.13,17.4,0.71
(주)구영테크,053270,2017/12,-1.36,1.67,13.86,8.49,0.6
(주)구영테크,053270,2018/12,10.27,4.78,16.61,0.58,0.57
(주)구영테크,053270,2019/12,13.68,1.67,17,4.52,0.65
(주)구영테크,053270,2020/12,-8.9,1.06,14.46,9.62,0.58
(주)구영테크,053270,2021/12,19.8,2.81,18.39,9.5,0.67
(주)구영테크,053270,2022/12,14.38,2.56,19.12,9.55,0.76
(주)국보디자인,066620,2010/12,5.62,3.86,37.74,26.05,1.56
(주)국보디자인,066620,2011/12,19.42,5.36,45.22,40.1,1.6
(주)국보디자인,066620,2012/12,-3.85,7.29,36.85,47.62,1.38
(주)국보디자인,066620,2013/12,29.34,6.15,34.16,29.67,1.43
(주)국보디자인,066620,2014/12,3.3,4.99,34.09,29.32,1.28
(주)국보디자인,066620,2015/12,-0.39,4.41,32.75,18.65,1.24
(주)국보디자인,066620,2016/12,21.54,6.21,35.96,15.44,1.37
(주)국보디자인,066620,2017/12,37,5.39,46.45,28.29,1.7
(주)국보디자인,066620,2018/12,-11.97,6.1,37.93,17.35,1.44
(주)국보디자인,066620,2019/12,2.58,4.01,31.35,3.5,1.32
(주)국보디자인,066620,2020/12,7.07,6.5,28.94,18.98,1.14
(주)국보디자인,066620,2021/12,16.42,5.79,24.59,20,1.03
(주)국보디자인,066620,2022/12,13.29,5.76,34.3,18.36,1.18
(주)국순당,043650,2010/12,89.21,15.43,20.25,75.8,0.6
(주)국순당,043650,2011/12,19.79,4.54,16.66,78.48,0.64
(주)국순당,043650,2012/12,-7.35,4.45,13.79,45.71,0.58
(주)국순당,043650,2013/12,-16.51,2.44,12.38,44.6,0.47
(주)국순당,043650,2014/12,-7.25,2.24,11.82,33.32,0.44
(주)국순당,043650,2015/12,-15.94,-6.48,6.46,1.53,0.37
(주)국순당,043650,2016/12,-8.71,-3.23,7.26,-8.17,0.34
(주)국순당,043650,2017/12,-12.19,16.39,4.75,60.1,0.29
(주)국순당,043650,2018/12,-12.33,28.8,6.77,95.61,0.24
(주)국순당,043650,2019/12,-8.8,1.19,6.78,45.9,0.22
(주)국순당,043650,2020/12,4.79,30.62,12.59,27.21,0.23
(주)국순당,043650,2021/12,22.63,27.35,13.82,53.41,0.26
(주)국순당,043650,2022/12,15.48,2.65,7.52,35.48,0.29
(주)국영지앤엠,006050,2010/12,-8.08,18.92,33.27,31.31,1
(주)국영지앤엠,006050,2011/12,1.5,-4.12,5.71,9.58,0.79
(주)국영지앤엠,006050,2012/12,2.85,11.04,21.17,-17.58,0.72
(주)국영지앤엠,006050,2013/12,27.43,1.71,13.16,-4.05,0.9
(주)국영지앤엠,006050,2014/12,-7.7,0.77,13.54,39.32,0.84
(주)국영지앤엠,006050,2015/12,-22.11,-1.33,10.41,13.17,0.65
(주)국영지앤엠,006050,2016/12,28.3,0.75,12.02,-8.76,0.8
(주)국영지앤엠,006050,2017/12,22.16,2.28,14.66,-11.33,0.95
(주)국영지앤엠,006050,2018/12,-10.44,-0.63,11.58,30.81,0.89
(주)국영지앤엠,006050,2019/12,29.68,1.49,13.95,8.45,1.13
(주)국영지앤엠,006050,2020/12,-11.82,-2.03,9.68,8.2,0.93
(주)국영지앤엠,006050,2021/12,-14.53,-8.83,2.85,9.24,0.81
(주)국영지앤엠,006050,2022/12,15.57,2.92,16.13,-16.35,0.96
(주)국전약품,307750,2018/12,,,,,
(주)국전약품,307750,2019/12,,,,,
(주)국전약품,307750,2020/12,0,-4.11,12.93,36.99,1.39
(주)국전약품,307750,2021/12,5.87,4.73,14.66,26.22,1.04
(주)국전약품,307750,2022/12,21.52,8.37,12.55,-1.33,0.69
(주)그래디언트,035080,2010/12,-13.45,48.1,1.73,-1228.45,0.02
(주)그래디언트,035080,2011/12,9.8,-51.64,0.82,-0.35,0.02
(주)그래디언트,035080,2012/12,17.36,141.64,10.74,-5.9,0.02
(주)그래디언트,035080,2013/12,-28.79,-121.73,-0.74,-11.69,0.02
(주)그래디언트,035080,2014/12,-2.35,8.07,1.3,-9.82,0.02
(주)그래디언트,035080,2015/12,66,101.88,4.22,3.6,0.03
(주)그래디언트,035080,2016/12,28.33,-245.8,-10.98,5.27,0.04
(주)그래디언트,035080,2017/12,-24.41,-438.55,-14.43,17.19,0.03
(주)그래디언트,035080,2018/12,-1.98,35.99,3.09,47.11,0.04
(주)그래디언트,035080,2019/12,-28.75,47.31,1.99,35.91,0.03
(주)그래디언트,035080,2020/12,1840.22,0.48,5.86,-0.62,0.38
(주)그래디언트,035080,2021/12,-91.04,-114.82,15.74,2.62,0.03
(주)그래디언트,035080,2022/12,-42.17,2798.01,6.41,-165.35,0.01
(주)그리티,204020,2018/12,-5.83,5.14,22.51,20.67,1.57
(주)그리티,204020,2019/12,3.36,2.17,15.2,23.75,1.4
(주)그리티,204020,2020/12,-0.93,1.28,14.5,8.53,1.42
(주)그리티,204020,2021/12,-13.13,-10.06,-1.21,-6.63,1.33
(주)그리티,204020,2022/12,34.06,0.74,17.17,-34.79,1.89
(주)그린플러스,186230,2019/12,-6.28,6.17,19.53,3.67,0.75
(주)그린플러스,186230,2020/12,40.61,-3.47,9.39,6.68,0.86
(주)그린플러스,186230,2021/12,37.25,-5.31,6.41,12.19,0.95
(주)그린플러스,186230,2022/12,3,-3.79,9.79,22.18,0.89
(주)극동자동화,272420,2017/12,,,,,
(주)글로벌스탠다드테크놀로지,083450,2010/12,106.1,13.14,45.76,4.82,1.49
(주)글로벌스탠다드테크놀로지,083450,2011/12,-11.99,5.66,27.81,0.52,0.95
(주)글로벌스탠다드테크놀로지,083450,2012/12,54.38,8.61,43.98,19.44,1.27
(주)글로벌스탠다드테크놀로지,083450,2013/12,25.72,6.43,38.25,12.47,1.49
(주)글로벌스탠다드테크놀로지,083450,2014/12,8.97,7.15,38.29,32.47,1.43
(주)글로벌스탠다드테크놀로지,083450,2015/12,-6.85,4.88,44.64,67.02,1.29
(주)글로벌스탠다드테크놀로지,083450,2016/12,2.19,4.59,36.35,9.38,1.18
(주)글로벌스탠다드테크놀로지,083450,2017/12,89.06,8.49,54.84,35.6,1.85
(주)글로벌스탠다드테크놀로지,083450,2018/12,-25.29,6.7,47.3,70.92,1.31
(주)글로벌스탠다드테크놀로지,083450,2019/12,30.41,11.29,47.39,33.11,1.45
(주)글로벌스탠다드테크놀로지,083450,2020/12,2.24,7.36,40.98,75.89,1.27
(주)글로벌스탠다드테크놀로지,083450,2021/12,87.97,11.06,49.67,42.03,1.95
(주)글로벌스탠다드테크놀로지,083450,2022/12,2.58,14.84,49.09,55.97,1.51
(주)금빛,045890,2010/12,-1.4,-25.35,-2.32,-5.34,0.5
(주)금빛,045890,2011/12,-30.61,-55.61,-14.61,-1.93,0.4
(주)금빛,045890,2012/12,52.05,4.11,16,13.25,0.72
(주)금빛,045890,2013/12,1.97,0.08,16.22,9.44,0.74
(주)금빛,045890,2014/12,1.26,-2.61,15.2,4.93,0.72
(주)금빛,045890,2015/12,4.03,4.27,17.32,6.41,0.72
(주)금빛,045890,2016/12,-15.8,3.93,17.26,10.09,0.6
(주)금빛,045890,2017/12,-2.16,-2.94,8.98,5.93,0.58
(주)금빛,045890,2018/12,-23.42,-14.38,8.69,-1.99,0.45
(주)금빛,045890,2019/12,9.61,-70.4,-18.55,-11.04,0.52
(주)금빛,045890,2020/12,-32.43,-37.76,0.81,-12.6,0.34
(주)금오하이텍,165270,2013/12,,,,,
(주)금오하이텍,165270,2014/12,,,,,
(주)금오하이텍,165270,2015/12,,,,,
(주)금오하이텍,165270,2016/12,,,,,
(주)금화피에스시,036190,2010/12,40.01,12.61,71.97,57.13,1.32
(주)금화피에스시,036190,2011/12,-15.27,18.35,60.21,75.51,0.94
(주)금화피에스시,036190,2012/12,30.8,17.08,68.09,102.82,1.08
(주)금화피에스시,036190,2013/12,44.73,13.52,76.23,46.6,1.3
(주)금화피에스시,036190,2014/12,6.59,12.36,80.96,44.45,1.19
(주)금화피에스시,036190,2015/12,17.95,11.02,79.9,48.59,1.23
(주)금화피에스시,036190,2016/12,2.35,10.94,63.14,72.14,1.08
(주)금화피에스시,036190,2017/12,-13.18,11.86,48.29,94.94,0.85
(주)금화피에스시,036190,2018/12,15.49,18.89,53.08,107.56,0.88
(주)금화피에스시,036190,2019/12,-11.34,14.11,46.91,66.51,0.72
(주)금화피에스시,036190,2020/12,14.85,10.52,47.63,63.84,0.79
(주)금화피에스시,036190,2021/12,0.09,10.83,48.74,66.96,0.77
(주)금화피에스시,036190,2022/12,7.42,12.39,43.39,12.16,0.72
(주)기가레인,049080,2013/12,0,11.77,23.27,18.05,0.77
(주)기가레인,049080,2014/12,1.49,9.5,21.56,22.54,0.75
(주)기가레인,049080,2015/12,-35.83,-22.91,2.64,8.47,0.43
(주)기가레인,049080,2016/12,14.92,-15.33,8.01,-1.9,0.47
(주)기가레인,049080,2017/12,27.67,-0.45,10.06,-3.95,0.54
(주)기가레인,049080,2018/12,27.59,-20.7,4.88,-6.04,0.64
(주)기가레인,049080,2019/12,-44.74,-69.83,-19.06,-0.58,0.43
(주)기가레인,049080,2020/12,-40.23,-66.38,-4.1,5.16,0.35
(주)기가레인,049080,2021/12,82.13,6.17,21.26,6.94,0.71
(주)기가레인,049080,2022/12,-17.25,-11.79,13.07,12.75,0.63
(주)기산텔레콤,035460,2010/12,58.7,2.76,9.81,6.78,0.94
(주)기산텔레콤,035460,2011/12,-42.86,-24.34,-7.37,0.35,0.57
(주)기산텔레콤,035460,2012/12,35.53,2.91,10.96,30.91,0.93
(주)기산텔레콤,035460,2013/12,-1.77,4.24,8.75,21.81,0.93
(주)기산텔레콤,035460,2014/12,-13.96,1.58,5.88,13.28,0.75
(주)기산텔레콤,035460,2015/12,9.85,1.24,8.37,30.04,0.85
(주)기산텔레콤,035460,2016/12,-46.01,-7.03,1.85,23.73,0.49
(주)기산텔레콤,035460,2017/12,19.81,-7.05,0.21,5.3,0.65
(주)기산텔레콤,035460,2018/12,-15.91,-23.29,-10.8,3.73,0.63
(주)기산텔레콤,035460,2019/12,22.85,7.22,9.81,18.65,0.82
(주)기산텔레콤,035460,2020/12,-12.31,-5.63,5.77,11.26,0.65
(주)기산텔레콤,035460,2021/12,-32.32,-13.98,1.46,-16.72,0.46
(주)기산텔레콤,035460,2022/12,32.47,4.56,12.12,-0.04,0.63
(주)까스텔바작,308100,2019/12,-11.97,8.75,17.93,58.56,0.97
(주)까스텔바작,308100,2020/12,-17.19,3.95,10.1,6.49,0.71
(주)까스텔바작,308100,2021/12,-0.47,-6.88,1.17,6.88,0.62
(주)까스텔바작,308100,2022/12,-10.86,-10.11,2.73,4.71,0.5
(주)나노,187790,2014/12,,,,,
(주)나노,187790,2015/12,0,-69.26,-4.54,-24.72,0.21
(주)나노,187790,2016/12,24.18,-97.45,-11.6,-17.02,0.28
(주)나노,187790,2017/12,62.04,-9.45,7.12,-1.58,0.51
(주)나노,187790,2018/12,14.34,-16.4,-0.4,12.22,0.54
(주)나노,187790,2019/12,12.22,1.24,8.01,15.55,0.55
(주)나노,187790,2020/12,-5.42,-12.82,2.13,19.26,0.51
(주)나노,187790,2021/12,-1.21,-45.7,-17.65,14.41,0.56
(주)나노,187790,2022/12,44.61,-16.6,-3.14,7.76,0.9
(주)나노브릭,286750,2019/12,8.2,-9.81,13.2,-8.66,0.36
(주)나노브릭,286750,2020/12,11.27,-1.06,17.33,3.61,0.37
(주)나노브릭,286750,2021/12,-19.04,-40.32,2.92,-2.24,0.25
(주)나노브릭,286750,2022/12,1.92,-36.54,7.23,-11.04,0.23
(주)나노신소재,121600,2011/12,20.34,14.06,16.66,12.67,0.55
(주)나노신소재,121600,2012/12,-29.38,-5.7,12.3,-3.95,0.33
(주)나노신소재,121600,2013/12,13.46,4.21,15.2,16.86,0.39
(주)나노신소재,121600,2014/12,4.1,13.37,20.18,15.78,0.4
(주)나노신소재,121600,2015/12,54.48,17.9,26.23,68.74,0.56
(주)나노신소재,121600,2016/12,-4.7,14.49,22.81,138.05,0.49
(주)나노신소재,121600,2017/12,10.84,14.91,23.43,139.92,0.53
(주)나노신소재,121600,2018/12,14.66,14.5,24.3,70.26,0.56
(주)나노신소재,121600,2019/12,-6.42,11.96,21.9,98.67,0.49
(주)나노신소재,121600,2020/12,-0.75,3.64,15.31,76.16,0.47
(주)나노신소재,121600,2021/12,26.13,13.48,22.12,47.66,0.54
(주)나노신소재,121600,2022/12,26.83,24.49,17.86,110.37,0.46
(주)나노엔텍,039860,2010/12,13.76,-42.36,-1.13,-14.1,0.37
(주)나노엔텍,039860,2011/12,-13.3,-90.67,-13.14,-25.42,0.3
(주)나노엔텍,039860,2012/12,3.62,-47.32,-2.76,-19.72,0.29
(주)나노엔텍,039860,2013/12,40.63,1.75,12.53,1.76,0.42
(주)나노엔텍,039860,2014/12,6.21,-5.79,10.17,16.46,0.44
(주)나노엔텍,039860,2015/12,-7.91,-22.9,2.91,-22.98,0.36
(주)나노엔텍,039860,2016/12,6.84,-87.01,-12.95,-8.08,0.37
(주)나노엔텍,039860,2017/12,11.06,-3.61,18.07,7.06,0.47
(주)나노엔텍,039860,2018/12,12.37,14.81,27.02,34.27,0.55
(주)나노엔텍,039860,2019/12,0.92,24.67,26.73,57.06,0.52
(주)나노엔텍,039860,2020/12,9.33,9.58,21.16,62.75,0.52
(주)나노엔텍,039860,2021/12,24.76,22.33,27.51,79.22,0.56
(주)나노엔텍,039860,2022/12,-4.9,14.16,27.56,188.57,0.49
(주)나노트로닉스,010670,2010/12,84.93,-19.27,0.18,-24.18,0.43
(주)나노트로닉스,010670,2011/12,-4.5,-5.46,4.01,-20.35,0.36
(주)나노트로닉스,010670,2012/12,12.84,-25.77,-2.69,-13.71,0.38
(주)나래나노텍,137080,2022/12,-34.87,2.78,14.23,4.27,0.53
(주)나무가,190510,2015/12,70.21,2.35,18.63,15.16,2.67
(주)나무가,190510,2016/12,-42.57,-1.91,0,41.86,1.44
(주)나무가,190510,2017/12,-10.67,-25.73,-51.92,-14.84,1.8
(주)나무가,190510,2018/12,17.89,5.18,19.66,-29.11,2.63
(주)나무가,190510,2019/12,37.93,1.17,7.57,-9.66,2.34
(주)나무가,190510,2020/12,41.08,-0.39,6.39,-31.41,2.44
(주)나무가,190510,2021/12,-10.08,2.39,15.6,-17.38,2.22
(주)나무가,190510,2022/12,-1.83,9.97,26.44,61.67,1.96
(주)나스미디어,089600,2013/12,5.5,22.68,18.03,-11.41,0.26
(주)나스미디어,089600,2014/12,20.61,26.65,22.02,-5.89,0.31
(주)나스미디어,089600,2015/12,52.37,21.8,19.77,12.87,0.38
(주)나스미디어,089600,2016/12,35.74,18.62,17.01,15.83,0.37
(주)나스미디어,089600,2017/12,36.49,24.01,20.41,10.11,0.39
(주)나스미디어,089600,2018/12,-14.72,21.51,18.72,15.68,0.31
(주)나스미디어,089600,2019/12,9.04,23.8,19.89,16.09,0.31
(주)나스미디어,089600,2020/12,4.7,27.36,18.89,21.87,0.27
(주)나스미디어,089600,2021/12,8.13,27.48,17.2,23.13,0.26
(주)나스미디어,089600,2022/12,21.7,22.28,17.91,17.53,0.29
(주)나이벡,138610,2011/12,-48.72,-67.9,-2.36,-3.21,0.18
(주)나이벡,138610,2012/12,43.42,-36.3,5.66,-6.08,0.23
(주)나이벡,138610,2013/12,-41.38,-169.45,-2.23,-8.51,0.14
(주)나이벡,138610,2014/12,110.66,-75.65,-1.51,-14.99,0.31
(주)나이벡,138610,2015/12,-12.8,-58.13,5.82,-17.64,0.25
(주)나이벡,138610,2016/12,15.11,-63.01,6.69,-9.54,0.23
(주)나이벡,138610,2017/12,31.19,-40.74,6.46,0.71,0.26
